subj,freq,ptype,dur,itemN,rt,error,ID
23,LF,unrel,66ms,30,463,1,slc
23,LF,unrel,66ms,31,387,0,slc
23,LF,unrel,66ms,32,432.5,0,slc
23,LF,unrel,66ms,33,496.3,0,slc
23,LF,unrel,66ms,34,491.1,0,slc
23,LF,unrel,66ms,35,406.5,0,slc
23,LF,unrel,66ms,36,423,1,slc
23,HF,unrel,33ms,13,417.4,0,slc
23,HF,unrel,33ms,14,401,0,slc
23,HF,unrel,33ms,15,375.5,0,slc
23,HF,unrel,33ms,16,450.1,0,slc
23,HF,unrel,33ms,17,502,0,slc
23,HF,unrel,33ms,18,632.3,0,slc
23,HF,unrel,33ms,19,439.2,0,slc
23,HF,unrel,33ms,20,371.5,0,slc
23,HF,unrel,33ms,21,335.9,0,slc
23,HF,unrel,33ms,22,388.4,0,slc
23,HF,unrel,33ms,23,398.9,0,slc
23,HF,unrel,33ms,24,396.9,0,slc
23,LF,unrel,33ms,37,460,0,slc
23,LF,unrel,33ms,38,519.6,1,slc
23,LF,unrel,33ms,39,660.6,0,slc
23,LF,unrel,33ms,40,452.9,0,slc
23,LF,unrel,33ms,41,561.6,1,slc
23,LF,unrel,33ms,42,399.9,1,slc
23,LF,unrel,33ms,43,404.2,1,slc
23,LF,unrel,33ms,44,357.6,0,slc
23,LF,unrel,33ms,45,471.3,0,slc
23,LF,unrel,33ms,46,422.7,0,slc
23,LF,unrel,33ms,47,554,0,slc
23,LF,unrel,33ms,48,391.2,1,slc
24,HF,rel,66ms,49,548.8,0,ck
24,HF,rel,66ms,50,488.5,0,ck
24,HF,rel,66ms,51,505.9,0,ck
24,HF,rel,66ms,52,464.5,0,ck
24,HF,rel,66ms,53,628.4,0,ck
24,HF,rel,66ms,54,671.7,0,ck
24,HF,rel,66ms,55,477.7,0,ck
24,HF,rel,66ms,56,541.5,0,ck
24,HF,rel,66ms,57,605,0,ck
24,HF,rel,66ms,58,530.7,0,ck
24,HF,rel,66ms,59,485.7,0,ck
24,HF,rel,66ms,60,682,0,ck
24,LF,rel,66ms,73,515.2,0,ck
24,LF,rel,66ms,74,526.2,0,ck
24,LF,rel,66ms,75,551.6,0,ck
24,LF,rel,66ms,76,424.6,0,ck
24,LF,rel,66ms,77,365.2,0,ck
24,LF,rel,66ms,78,817.1,0,ck
24,LF,rel,66ms,79,505.1,0,ck
24,LF,rel,66ms,80,453.9,0,ck
24,LF,rel,66ms,81,715.8,0,ck
24,LF,rel,66ms,82,560.8,0,ck
24,LF,rel,66ms,83,473.4,0,ck
24,LF,rel,66ms,84,731.1,0,ck
24,HF,rel,33ms,61,490,0,ck
24,HF,rel,33ms,62,414.4,0,ck
24,HF,rel,33ms,63,576.9,0,ck
24,HF,rel,33ms,64,579.4,0,ck
24,HF,rel,33ms,65,427,0,ck
24,HF,rel,33ms,66,595.7,0,ck
24,HF,rel,33ms,67,504.2,0,ck
24,HF,rel,33ms,68,451.5,0,ck
24,HF,rel,33ms,69,771.8,0,ck
24,HF,rel,33ms,70,489.8,0,ck
24,HF,rel,33ms,71,484.9,0,ck
24,HF,rel,33ms,72,817.1,0,ck
24,LF,rel,33ms,85,657.9,0,ck
24,LF,rel,33ms,86,485.9,0,ck
24,LF,rel,33ms,87,555.9,0,ck
24,LF,rel,33ms,88,445.5,1,ck
24,LF,rel,33ms,89,478.2,0,ck
24,LF,rel,33ms,90,622.1,0,ck
24,LF,rel,33ms,91,579.6,0,ck
24,LF,rel,33ms,92,514,0,ck
24,LF,rel,33ms,93,556.5,0,ck
24,LF,rel,33ms,94,550.6,0,ck
24,LF,rel,33ms,95,500.7,0,ck
24,LF,rel,33ms,96,783,0,ck
24,HF,unrel,66ms,1,726.5,0,ck
24,HF,unrel,66ms,2,440.2,0,ck
24,HF,unrel,66ms,3,706.4,0,ck
24,HF,unrel,66ms,4,396.9,0,ck
24,HF,unrel,66ms,5,525.3,0,ck
24,HF,unrel,66ms,6,537.7,0,ck
24,HF,unrel,66ms,7,444.7,0,ck
24,HF,unrel,66ms,8,497.5,0,ck
24,HF,unrel,66ms,9,600.6,0,ck
24,HF,unrel,66ms,10,461.8,0,ck
24,HF,unrel,66ms,11,501.2,0,ck
24,HF,unrel,66ms,12,817.1,0,ck
24,LF,unrel,66ms,25,817.1,0,ck
24,LF,unrel,66ms,26,558.7,0,ck
24,LF,unrel,66ms,27,632.4,0,ck
24,LF,unrel,66ms,28,667.1,0,ck
24,LF,unrel,66ms,29,558.4,0,ck
24,LF,unrel,66ms,30,720.8,0,ck
24,LF,unrel,66ms,31,573.2,0,ck
24,LF,unrel,66ms,32,534,0,ck
24,LF,unrel,66ms,33,622.9,0,ck
24,LF,unrel,66ms,34,706.1,0,ck
24,LF,unrel,66ms,35,678,0,ck
24,LF,unrel,66ms,36,817.1,0,ck
24,HF,unrel,33ms,13,562.5,0,ck
24,HF,unrel,33ms,14,451.8,0,ck
24,HF,unrel,33ms,15,487.6,0,ck
24,HF,unrel,33ms,16,335.3,0,ck
24,HF,unrel,33ms,17,394.8,0,ck
24,HF,unrel,33ms,18,560,0,ck
24,HF,unrel,33ms,19,575.8,0,ck
24,HF,unrel,33ms,20,600.9,0,ck
24,HF,unrel,33ms,21,588,0,ck
24,HF,unrel,33ms,22,487,0,ck
24,HF,unrel,33ms,23,622.2,0,ck
24,HF,unrel,33ms,24,817.1,0,ck
24,LF,unrel,33ms,37,655.2,0,ck
24,LF,unrel,33ms,38,698.4,0,ck
24,LF,unrel,33ms,39,588.9,0,ck
24,LF,unrel,33ms,40,500,0,ck
24,LF,unrel,33ms,41,554.4,0,ck
24,LF,unrel,33ms,42,551,0,ck
24,LF,unrel,33ms,43,601.4,0,ck
24,LF,unrel,33ms,44,804.1,1,ck
24,LF,unrel,33ms,45,681.1,0,ck
24,LF,unrel,33ms,46,599.2,0,ck
24,LF,unrel,33ms,47,512.7,0,ck
24,LF,unrel,33ms,48,817.1,0,ck
25,HF,rel,66ms,49,659.3,0,dp
25,HF,rel,66ms,50,378.4,0,dp
25,HF,rel,66ms,51,469.6,0,dp
25,HF,rel,66ms,52,407.9,0,dp
25,HF,rel,66ms,53,550,0,dp
25,HF,rel,66ms,54,477.5,0,dp
25,HF,rel,66ms,55,704.5,0,dp
25,HF,rel,66ms,56,691.7,0,dp
25,HF,rel,66ms,57,659.7,0,dp
25,HF,rel,66ms,58,370,0,dp
25,HF,rel,66ms,59,422.4,1,dp
25,HF,rel,66ms,60,419.2,0,dp
25,LF,rel,66ms,73,417.5,0,dp
25,LF,rel,66ms,74,503.2,0,dp
25,LF,rel,66ms,75,142.6,1,dp
25,LF,rel,66ms,76,26.6,1,dp
25,LF,rel,66ms,77,571.2,0,dp
25,LF,rel,66ms,78,518.4,0,dp
25,LF,rel,66ms,79,373.4,0,dp
25,LF,rel,66ms,80,436.9,0,dp
25,LF,rel,66ms,81,503,0,dp
25,LF,rel,66ms,82,608.4,0,dp
25,LF,rel,66ms,83,368.5,0,dp
25,LF,rel,66ms,84,575.8,0,dp
25,HF,rel,33ms,61,418.7,0,dp
25,HF,rel,33ms,62,392,0,dp
25,HF,rel,33ms,63,480.3,0,dp
25,HF,rel,33ms,64,588.8,0,dp
25,HF,rel,33ms,65,614.6,0,dp
25,HF,rel,33ms,66,577.5,0,dp
25,HF,rel,33ms,67,347.3,1,dp
25,HF,rel,33ms,68,711,0,dp
25,HF,rel,33ms,69,360.9,0,dp
25,HF,rel,33ms,70,365.1,0,dp
25,HF,rel,33ms,71,579,0,dp
25,HF,rel,33ms,72,571.1,0,dp
25,LF,rel,33ms,85,557.5,0,dp
25,LF,rel,33ms,86,698.8,0,dp
25,LF,rel,33ms,87,502.8,0,dp
25,LF,rel,33ms,88,257.2,1,dp
25,LF,rel,33ms,89,395.4,1,dp
25,LF,rel,33ms,90,544.5,0,dp
25,LF,rel,33ms,91,416.3,1,dp
25,LF,rel,33ms,92,529.2,0,dp
25,LF,rel,33ms,93,561.3,0,dp
25,LF,rel,33ms,94,522.9,1,dp
25,LF,rel,33ms,95,391.2,0,dp
25,LF,rel,33ms,96,529.5,0,dp
25,HF,unrel,66ms,1,517.6,1,dp
25,HF,unrel,66ms,2,513.8,1,dp
25,HF,unrel,66ms,3,559.1,0,dp
25,HF,unrel,66ms,4,767.1,0,dp
25,HF,unrel,66ms,5,576.8,0,dp
25,HF,unrel,66ms,6,472.9,0,dp
25,HF,unrel,66ms,7,497.1,0,dp
25,HF,unrel,66ms,8,60.7,1,dp
25,HF,unrel,66ms,9,219.4,1,dp
25,HF,unrel,66ms,10,585,1,dp
25,HF,unrel,66ms,11,36.9,1,dp
25,HF,unrel,66ms,12,592.1,1,dp
25,LF,unrel,66ms,25,516.3,0,dp
25,LF,unrel,66ms,26,431.8,0,dp
25,LF,unrel,66ms,27,652.1,0,dp
25,LF,unrel,66ms,28,616,0,dp
25,LF,unrel,66ms,29,747.5,1,dp
25,LF,unrel,66ms,30,571.1,0,dp
25,LF,unrel,66ms,31,573.3,0,dp
25,LF,unrel,66ms,32,590.4,0,dp
25,LF,unrel,66ms,33,488.7,0,dp
25,LF,unrel,66ms,34,505.1,0,dp
25,LF,unrel,66ms,35,493.5,0,dp
25,LF,unrel,66ms,36,592.3,0,dp
25,HF,unrel,33ms,13,659.8,0,dp
25,HF,unrel,33ms,14,445.9,0,dp
25,HF,unrel,33ms,15,854.8,0,dp
25,HF,unrel,33ms,16,182.2,1,dp
25,HF,unrel,33ms,17,551.1,0,dp
25,HF,unrel,33ms,18,452.5,0,dp
25,HF,unrel,33ms,19,432.8,0,dp
25,HF,unrel,33ms,20,522.8,0,dp
25,HF,unrel,33ms,21,471.5,0,dp
25,HF,unrel,33ms,22,146.9,1,dp
25,HF,unrel,33ms,23,539.3,0,dp
25,HF,unrel,33ms,24,489.1,0,dp
25,LF,unrel,33ms,37,600.6,0,dp
25,LF,unrel,33ms,38,854.8,0,dp
25,LF,unrel,33ms,39,193.1,1,dp
25,LF,unrel,33ms,40,179.5,1,dp
25,LF,unrel,33ms,41,670.2,0,dp
25,LF,unrel,33ms,42,492,0,dp
25,LF,unrel,33ms,43,532.4,0,dp
25,LF,unrel,33ms,44,502.2,0,dp
25,LF,unrel,33ms,45,533.6,1,dp
25,LF,unrel,33ms,46,443.2,0,dp
25,LF,unrel,33ms,47,449.3,0,dp
25,LF,unrel,33ms,48,478.1,1,dp
26,HF,rel,66ms,49,482.3,0,VT
26,HF,rel,66ms,50,526.7,0,VT
26,HF,rel,66ms,51,605.2,0,VT
26,HF,rel,66ms,52,536.8,0,VT
26,HF,rel,66ms,53,604.5,0,VT
26,HF,rel,66ms,54,746.4,0,VT
26,HF,rel,66ms,55,488,0,VT
26,HF,rel,66ms,56,523.4,0,VT
26,HF,rel,66ms,57,656.5,0,VT
26,HF,rel,66ms,58,612.4,0,VT
26,HF,rel,66ms,59,629.7,0,VT
26,HF,rel,66ms,60,840.9,0,VT
26,LF,rel,66ms,73,556.9,0,VT
26,LF,rel,66ms,74,646.2,0,VT
26,LF,rel,66ms,75,603.3,0,VT
26,LF,rel,66ms,76,766.9,1,VT
26,LF,rel,66ms,77,650.5,0,VT
26,LF,rel,66ms,78,632.7,0,VT
26,LF,rel,66ms,79,553.2,0,VT
26,LF,rel,66ms,80,474.5,0,VT
26,LF,rel,66ms,81,551.4,0,VT
26,LF,rel,66ms,82,631,0,VT
26,LF,rel,66ms,83,599,0,VT
26,LF,rel,66ms,84,669.5,0,VT
26,HF,rel,33ms,61,536.6,0,VT
26,HF,rel,33ms,62,595.7,0,VT
26,HF,rel,33ms,63,682.3,0,VT
26,HF,rel,33ms,64,533.2,0,VT
26,HF,rel,33ms,65,629,0,VT
26,HF,rel,33ms,66,794.1,0,VT
26,HF,rel,33ms,67,531.6,0,VT
26,HF,rel,33ms,68,517.9,0,VT
26,HF,rel,33ms,69,550.6,0,VT
26,HF,rel,33ms,70,547.9,0,VT
26,HF,rel,33ms,71,657.1,0,VT
26,HF,rel,33ms,72,679.9,0,VT
26,LF,rel,33ms,85,593.4,0,VT
26,LF,rel,33ms,86,627,0,VT
26,LF,rel,33ms,87,676.3,0,VT
26,LF,rel,33ms,88,587.5,0,VT
26,LF,rel,33ms,89,533.7,0,VT
26,LF,rel,33ms,90,840.9,0,VT
26,LF,rel,33ms,91,673.4,0,VT
26,LF,rel,33ms,92,518,0,VT
26,LF,rel,33ms,93,502.3,0,VT
26,LF,rel,33ms,94,571.8,0,VT
26,LF,rel,33ms,95,678.5,0,VT
26,LF,rel,33ms,96,641.9,0,VT
26,HF,unrel,66ms,1,530.4,0,VT
26,HF,unrel,66ms,2,572.5,0,VT
26,HF,unrel,66ms,3,767.5,0,VT
26,HF,unrel,66ms,4,592.2,0,VT
26,HF,unrel,66ms,5,576.4,0,VT
26,HF,unrel,66ms,6,607.5,0,VT
26,HF,unrel,66ms,7,549.5,0,VT
26,HF,unrel,66ms,8,604.4,0,VT
26,HF,unrel,66ms,9,611.6,0,VT
26,HF,unrel,66ms,10,565.7,0,VT
26,HF,unrel,66ms,11,722.6,0,VT
26,HF,unrel,66ms,12,718,0,VT
26,LF,unrel,66ms,25,644.6,0,VT
26,LF,unrel,66ms,26,702,0,VT
26,LF,unrel,66ms,27,657.8,0,VT
26,LF,unrel,66ms,28,581.2,0,VT
26,LF,unrel,66ms,29,787.8,0,VT
26,LF,unrel,66ms,30,679.6,0,VT
26,LF,unrel,66ms,31,527.6,0,VT
26,LF,unrel,66ms,32,678.4,0,VT
26,LF,unrel,66ms,33,638.3,0,VT
26,LF,unrel,66ms,34,577,0,VT
26,LF,unrel,66ms,35,840.9,0,VT
26,LF,unrel,66ms,36,651.7,1,VT
26,HF,unrel,33ms,13,572.8,0,VT
26,HF,unrel,33ms,14,563.1,0,VT
26,HF,unrel,33ms,15,629.8,0,VT
26,HF,unrel,33ms,16,686.3,0,VT
26,HF,unrel,33ms,17,685.9,0,VT
26,HF,unrel,33ms,18,702.2,0,VT
26,HF,unrel,33ms,19,496,0,VT
26,HF,unrel,33ms,20,532.9,0,VT
26,HF,unrel,33ms,21,629.6,0,VT
26,HF,unrel,33ms,22,637.2,0,VT
26,HF,unrel,33ms,23,576.8,0,VT
26,HF,unrel,33ms,24,598.4,0,VT
26,LF,unrel,33ms,37,692.9,0,VT
26,LF,unrel,33ms,38,616.5,1,VT
26,LF,unrel,33ms,39,717.6,0,VT
26,LF,unrel,33ms,40,590,0,VT
26,LF,unrel,33ms,41,545.3,0,VT
26,LF,unrel,33ms,42,689,0,VT
26,LF,unrel,33ms,43,641.2,0,VT
26,LF,unrel,33ms,44,599.5,0,VT
26,LF,unrel,33ms,45,581.6,0,VT
26,LF,unrel,33ms,46,682.4,0,VT
26,LF,unrel,33ms,47,763.9,0,VT
26,LF,unrel,33ms,48,702.4,0,VT
27,HF,rel,66ms,49,388.3,0,ts
27,HF,rel,66ms,50,374.6,0,ts
27,HF,rel,66ms,51,358.1,0,ts
27,HF,rel,66ms,52,469,0,ts
27,HF,rel,66ms,53,414.8,0,ts
27,HF,rel,66ms,54,467.1,0,ts
27,HF,rel,66ms,55,453.1,0,ts
27,HF,rel,66ms,56,464.7,0,ts
27,HF,rel,66ms,57,387.6,0,ts
27,HF,rel,66ms,58,340.1,0,ts
27,HF,rel,66ms,59,369.5,0,ts
27,HF,rel,66ms,60,365.9,0,ts
27,LF,rel,66ms,73,541.2,0,ts
27,LF,rel,66ms,74,401,0,ts
27,LF,rel,66ms,75,417.1,0,ts
27,LF,rel,66ms,76,396.3,0,ts
27,LF,rel,66ms,77,480.8,0,ts
27,LF,rel,66ms,78,407.9,0,ts
27,LF,rel,66ms,79,647.5,0,ts
27,LF,rel,66ms,80,459.3,0,ts
27,LF,rel,66ms,81,421.9,1,ts
27,LF,rel,66ms,82,524.5,0,ts
27,LF,rel,66ms,83,417.3,0,ts
27,LF,rel,66ms,84,379.8,1,ts
27,HF,rel,33ms,61,444.1,0,ts
27,HF,rel,33ms,62,532.2,0,ts
27,HF,rel,33ms,63,321.6,1,ts
27,HF,rel,33ms,64,373.5,0,ts
27,HF,rel,33ms,65,393.5,0,ts
27,HF,rel,33ms,66,534.5,0,ts
27,HF,rel,33ms,67,508.2,0,ts
27,HF,rel,33ms,68,468.4,0,ts
27,HF,rel,33ms,69,434.9,0,ts
27,HF,rel,33ms,70,373.3,0,ts
27,HF,rel,33ms,71,511.4,0,ts
27,HF,rel,33ms,72,369.2,0,ts
27,LF,rel,33ms,85,352.6,0,ts
27,LF,rel,33ms,86,460.4,0,ts
27,LF,rel,33ms,87,450.3,0,ts
27,LF,rel,33ms,88,389.8,1,ts
27,LF,rel,33ms,89,496.6,0,ts
27,LF,rel,33ms,90,647.5,0,ts
27,LF,rel,33ms,91,544.5,0,ts
27,LF,rel,33ms,92,466.3,0,ts
27,LF,rel,33ms,93,547.3,0,ts
27,LF,rel,33ms,94,495.2,0,ts
27,LF,rel,33ms,95,421.7,0,ts
27,LF,rel,33ms,96,401.4,0,ts
27,HF,unrel,66ms,1,431.6,0,ts
27,HF,unrel,66ms,2,412.4,0,ts
27,HF,unrel,66ms,3,428.4,0,ts
27,HF,unrel,66ms,4,431.9,0,ts
27,HF,unrel,66ms,5,450,0,ts
27,HF,unrel,66ms,6,380.2,0,ts
27,HF,unrel,66ms,7,473.6,0,ts
27,HF,unrel,66ms,8,557,0,ts
27,HF,unrel,66ms,9,476.4,0,ts
27,HF,unrel,66ms,10,425.1,0,ts
27,HF,unrel,66ms,11,388.7,0,ts
27,HF,unrel,66ms,12,469.7,1,ts
27,LF,unrel,66ms,25,462.6,1,ts
27,LF,unrel,66ms,26,374.3,0,ts
27,LF,unrel,66ms,27,479,0,ts
27,LF,unrel,66ms,28,531.3,0,ts
27,LF,unrel,66ms,29,433.6,0,ts
27,LF,unrel,66ms,30,435.4,1,ts
27,LF,unrel,66ms,31,487.3,0,ts
27,LF,unrel,66ms,32,647.5,0,ts
27,LF,unrel,66ms,33,485.2,0,ts
27,LF,unrel,66ms,34,465.8,0,ts
27,LF,unrel,66ms,35,517.6,0,ts
27,LF,unrel,66ms,36,420.7,0,ts
27,HF,unrel,33ms,13,589.5,0,ts
27,HF,unrel,33ms,14,593.7,0,ts
27,HF,unrel,33ms,15,443.2,0,ts
27,HF,unrel,33ms,16,429.8,0,ts
27,HF,unrel,33ms,17,407.6,0,ts
27,HF,unrel,33ms,18,465,0,ts
27,HF,unrel,33ms,19,446.5,0,ts
27,HF,unrel,33ms,20,426.6,0,ts
27,HF,unrel,33ms,21,472.8,0,ts
27,HF,unrel,33ms,22,394.7,0,ts
27,HF,unrel,33ms,23,401.9,0,ts
27,HF,unrel,33ms,24,463.4,0,ts
27,LF,unrel,33ms,37,410.2,0,ts
27,LF,unrel,33ms,38,482.2,1,ts
27,LF,unrel,33ms,39,481.1,0,ts
27,LF,unrel,33ms,40,459.4,0,ts
27,LF,unrel,33ms,41,439.9,0,ts
27,LF,unrel,33ms,42,560.5,1,ts
27,LF,unrel,33ms,43,647.5,0,ts
27,LF,unrel,33ms,44,579.5,0,ts
27,LF,unrel,33ms,45,455.7,1,ts
27,LF,unrel,33ms,46,495.6,0,ts
27,LF,unrel,33ms,47,453.2,1,ts
27,LF,unrel,33ms,48,511,0,ts
28,HF,rel,66ms,49,450,1,aa
28,HF,rel,66ms,50,474.2,0,aa
28,HF,rel,66ms,51,391.3,0,aa
28,HF,rel,66ms,52,462,0,aa
28,HF,rel,66ms,53,537.7,0,aa
28,HF,rel,66ms,54,652.7,0,aa
28,HF,rel,66ms,55,427.4,0,aa
28,HF,rel,66ms,56,402,0,aa
28,HF,rel,66ms,57,405.9,0,aa
28,HF,rel,66ms,58,402,0,aa
28,HF,rel,66ms,59,423.1,0,aa
28,HF,rel,66ms,60,398.4,0,aa
28,LF,rel,66ms,73,694.1,0,aa
28,LF,rel,66ms,74,463.1,0,aa
28,LF,rel,66ms,75,421.9,1,aa
28,LF,rel,66ms,76,671.3,0,aa
28,LF,rel,66ms,77,450.3,0,aa
28,LF,rel,66ms,78,437,0,aa
28,LF,rel,66ms,79,478.4,0,aa
28,LF,rel,66ms,80,438.6,0,aa
28,LF,rel,66ms,81,595.3,0,aa
28,LF,rel,66ms,82,530.1,0,aa
28,LF,rel,66ms,83,489,0,aa
28,LF,rel,66ms,84,419.9,0,aa
28,HF,rel,33ms,61,508.1,0,aa
28,HF,rel,33ms,62,412.7,0,aa
28,HF,rel,33ms,63,399.1,0,aa
28,HF,rel,33ms,64,592,0,aa
28,HF,rel,33ms,65,617.3,0,aa
28,HF,rel,33ms,66,494.2,1,aa
28,HF,rel,33ms,67,630,0,aa
28,HF,rel,33ms,68,743.6,0,aa
28,HF,rel,33ms,69,486.4,0,aa
28,HF,rel,33ms,70,651.9,0,aa
28,HF,rel,33ms,71,614.6,0,aa
28,HF,rel,33ms,72,484.4,0,aa
28,LF,rel,33ms,85,450.6,0,aa
28,LF,rel,33ms,86,487.2,0,aa
28,LF,rel,33ms,87,637.1,0,aa
28,LF,rel,33ms,88,829.8,0,aa
28,LF,rel,33ms,89,562,1,aa
28,LF,rel,33ms,90,571.4,1,aa
28,LF,rel,33ms,91,399.1,0,aa
28,LF,rel,33ms,92,425.3,0,aa
28,LF,rel,33ms,93,409.6,0,aa
28,LF,rel,33ms,94,460.3,0,aa
28,LF,rel,33ms,95,529.8,0,aa
28,LF,rel,33ms,96,545.8,0,aa
28,HF,unrel,66ms,1,508.3,0,aa
28,HF,unrel,66ms,2,502.8,0,aa
28,HF,unrel,66ms,3,709.7,1,aa
28,HF,unrel,66ms,4,543.5,0,aa
28,HF,unrel,66ms,5,461.9,0,aa
28,HF,unrel,66ms,6,530.6,0,aa
28,HF,unrel,66ms,7,440,0,aa
28,HF,unrel,66ms,8,497.1,0,aa
28,HF,unrel,66ms,9,513.2,0,aa
28,HF,unrel,66ms,10,455.3,0,aa
28,HF,unrel,66ms,11,462.4,0,aa
28,HF,unrel,66ms,12,457.9,0,aa
28,LF,unrel,66ms,25,829.8,0,aa
28,LF,unrel,66ms,26,630.5,0,aa
28,LF,unrel,66ms,27,472.1,0,aa
28,LF,unrel,66ms,28,656.9,0,aa
28,LF,unrel,66ms,29,524.8,0,aa
28,LF,unrel,66ms,30,514.3,0,aa
28,LF,unrel,66ms,31,453.3,0,aa
28,LF,unrel,66ms,32,689.8,0,aa
28,LF,unrel,66ms,33,611.1,0,aa
28,LF,unrel,66ms,34,499.5,0,aa
28,LF,unrel,66ms,35,829.8,0,aa
28,LF,unrel,66ms,36,482.8,0,aa
28,HF,unrel,33ms,13,514.2,0,aa
28,HF,unrel,33ms,14,480.2,0,aa
28,HF,unrel,33ms,15,524.4,0,aa
28,HF,unrel,33ms,16,550.3,0,aa
28,HF,unrel,33ms,17,572.7,0,aa
28,HF,unrel,33ms,18,596.6,0,aa
28,HF,unrel,33ms,19,417.7,0,aa
28,HF,unrel,33ms,20,729.2,0,aa
28,HF,unrel,33ms,21,566.6,0,aa
28,HF,unrel,33ms,22,515.3,0,aa
28,HF,unrel,33ms,23,535,0,aa
28,HF,unrel,33ms,24,547.6,0,aa
28,LF,unrel,33ms,37,436.9,0,aa
28,LF,unrel,33ms,38,527.3,1,aa
28,LF,unrel,33ms,39,764.8,0,aa
28,LF,unrel,33ms,40,466.1,0,aa
28,LF,unrel,33ms,41,472.4,0,aa
28,LF,unrel,33ms,42,565.8,0,aa
28,LF,unrel,33ms,43,510.9,0,aa
28,LF,unrel,33ms,44,549.8,0,aa
28,LF,unrel,33ms,45,484.2,0,aa
28,LF,unrel,33ms,46,532.3,0,aa
28,LF,unrel,33ms,47,646.9,0,aa
28,LF,unrel,33ms,48,618.7,0,aa
31,HF,rel,66ms,61,506.7,0,cg
31,HF,rel,66ms,62,487.1,0,cg
31,HF,rel,66ms,63,415.8,0,cg
31,HF,rel,66ms,64,444.4,0,cg
31,HF,rel,66ms,65,487.6,0,cg
31,HF,rel,66ms,66,488.4,0,cg
31,HF,rel,66ms,67,402.1,0,cg
31,HF,rel,66ms,68,414.6,0,cg
31,HF,rel,66ms,69,655,0,cg
31,HF,rel,66ms,70,370.5,0,cg
31,HF,rel,66ms,71,455.3,1,cg
31,HF,rel,66ms,72,414.2,0,cg
31,LF,rel,66ms,85,536.3,0,cg
31,LF,rel,66ms,86,451.7,0,cg
31,LF,rel,66ms,87,405.5,0,cg
31,LF,rel,66ms,88,459.6,0,cg
31,LF,rel,66ms,89,533.3,0,cg
31,LF,rel,66ms,90,428.9,0,cg
31,LF,rel,66ms,91,468.6,0,cg
31,LF,rel,66ms,92,391.4,0,cg
31,LF,rel,66ms,93,556,0,cg
31,LF,rel,66ms,94,341.9,0,cg
31,LF,rel,66ms,95,281,1,cg
31,LF,rel,66ms,96,530.9,0,cg
31,HF,rel,33ms,49,505.3,0,cg
31,HF,rel,33ms,50,481.6,0,cg
31,HF,rel,33ms,51,415.9,0,cg
31,HF,rel,33ms,52,521.9,0,cg
31,HF,rel,33ms,53,464.5,0,cg
31,HF,rel,33ms,54,497.6,0,cg
31,HF,rel,33ms,55,389.8,0,cg
31,HF,rel,33ms,56,599.6,0,cg
31,HF,rel,33ms,57,599.5,0,cg
31,HF,rel,33ms,58,372.8,0,cg
31,HF,rel,33ms,59,467.6,0,cg
31,HF,rel,33ms,60,311.3,1,cg
31,LF,rel,33ms,73,553.2,0,cg
31,LF,rel,33ms,74,509.4,0,cg
31,LF,rel,33ms,75,441.2,0,cg
31,LF,rel,33ms,76,655,0,cg
31,LF,rel,33ms,77,541.5,0,cg
31,LF,rel,33ms,78,514.9,0,cg
31,LF,rel,33ms,79,478.2,0,cg
31,LF,rel,33ms,80,450.1,0,cg
31,LF,rel,33ms,81,560.6,0,cg
31,LF,rel,33ms,82,354.2,0,cg
31,LF,rel,33ms,83,334.9,0,cg
31,LF,rel,33ms,84,418.3,0,cg
31,HF,unrel,66ms,13,491.5,0,cg
31,HF,unrel,66ms,14,483.3,0,cg
31,HF,unrel,66ms,15,489.1,0,cg
31,HF,unrel,66ms,16,528.3,0,cg
31,HF,unrel,66ms,17,540.1,0,cg
31,HF,unrel,66ms,18,464.6,0,cg
31,HF,unrel,66ms,19,567.1,0,cg
31,HF,unrel,66ms,20,461.6,0,cg
31,HF,unrel,66ms,21,455.7,0,cg
31,HF,unrel,66ms,22,427.7,0,cg
31,HF,unrel,66ms,23,531.4,0,cg
31,HF,unrel,66ms,24,452.7,0,cg
31,LF,unrel,66ms,37,459.7,0,cg
31,LF,unrel,66ms,38,546.9,0,cg
31,LF,unrel,66ms,39,524.4,0,cg
31,LF,unrel,66ms,40,557.9,0,cg
31,LF,unrel,66ms,41,632.5,0,cg
31,LF,unrel,66ms,42,564.6,0,cg
31,LF,unrel,66ms,43,515.4,0,cg
31,LF,unrel,66ms,44,501.5,0,cg
31,LF,unrel,66ms,45,501.5,0,cg
31,LF,unrel,66ms,46,484.3,0,cg
31,LF,unrel,66ms,47,502,1,cg
31,LF,unrel,66ms,48,369.1,1,cg
31,HF,unrel,33ms,1,421.6,0,cg
31,HF,unrel,33ms,2,467.4,0,cg
31,HF,unrel,33ms,3,475.4,0,cg
31,HF,unrel,33ms,4,513.5,0,cg
31,HF,unrel,33ms,5,581,0,cg
31,HF,unrel,33ms,6,435.8,0,cg
31,HF,unrel,33ms,7,515.7,0,cg
31,HF,unrel,33ms,8,511,0,cg
31,HF,unrel,33ms,9,485.6,0,cg
31,HF,unrel,33ms,10,461.7,0,cg
31,HF,unrel,33ms,11,360.1,0,cg
31,HF,unrel,33ms,12,513.2,0,cg
31,LF,unrel,33ms,25,465.4,0,cg
31,LF,unrel,33ms,26,527.2,0,cg
31,LF,unrel,33ms,27,512.1,1,cg
31,LF,unrel,33ms,28,524.8,0,cg
